"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"SNX27","maximum_longevity_y",-0.103725077957786,0.151479215902586,0.493503004661188,336,336,27,363,1.06845238095238,"1 - 4","success",0.999993213635889
"SETDB1","maximum_longevity_y",-0.0393867768950022,0.161121351244404,0.806879137062837,316,316,47,363,1.01898734177215,"1 - 2","success",0.999993213635889
"ADAMTSL4","maximum_longevity_y",0.0893676879015852,0.16168850281764,0.580458465745141,323,323,40,363,1.19504643962848,"1 - 6","success",0.999993213635889
"MCL1","maximum_longevity_y",0.0741948263998232,0.178183326830225,0.677120247399687,348,348,15,363,1.34770114942529,"1 - 7","success",0.999993213635889
"CTSK","maximum_longevity_y",-0.0426147947776983,0.151739752180146,0.778832097162947,350,350,13,363,1.03142857142857,"1 - 2","success",0.999993213635889
"RFX5","maximum_longevity_y",-0.0150686142299385,0.155678299021177,0.922890555339996,343,343,20,363,1.00583090379009,"1 - 2","success",0.999993213635889
"PI4KB","maximum_longevity_y",-0.0697076498404955,0.150750796212045,0.643792208441163,348,348,15,363,1.04310344827586,"1 - 3","success",0.999993213635889
"PIP5K1A","maximum_longevity_y",-0.178433752598497,0.146194264257454,0.222265922935326,350,350,13,363,1.08571428571429,"1 - 4","success",0.999993213635889
"ANP32E","maximum_longevity_y",0.210344586582899,0.162087732820231,0.194383369270217,352,352,11,363,1.22443181818182,"1 - 4","success",0.999993213635889
"MINDY1","maximum_longevity_y",-0.0346682729351169,0.149111959701344,0.816151029350073,356,356,7,363,1.05898876404494,"1 - 5","success",0.999993213635889
"ANXA9","maximum_longevity_y",-0.049855657181231,0.163038155184913,0.759763516747089,311,311,52,363,1.02572347266881,"1 - 3","success",0.999993213635889
"SELENBP1","maximum_longevity_y",-0.110889114528739,0.150689295878176,0.461804232643078,343,343,20,363,1.06997084548105,"1 - 3","success",0.999993213635889
"CERS2","maximum_longevity_y",0.0126166075264886,0.150862398490361,0.933350692244343,354,354,9,363,1.05084745762712,"1 - 2","success",0.999993213635889
"ENSA","maximum_longevity_y",0.103300665152656,0.146409782134606,0.480462744661497,359,359,4,363,1.74930362116992,"1 - 6","success",0.999993213635889
"SEMA6C","maximum_longevity_y",0.00354657654906701,0.159055159485708,0.982210421777736,321,321,42,363,1.00934579439252,"1 - 2","success",0.999993213635889
"MRPL9","maximum_longevity_y",-0.0147555616227831,0.154225553020196,0.923778532945771,350,350,13,363,1.02285714285714,"1 - 4","success",0.999993213635889
"ARNT","maximum_longevity_y",-0.213108419078181,0.145151714529602,0.142056130848932,338,338,25,363,1.11538461538462,"1 - 4","success",0.999993213635889
"POGZ","maximum_longevity_y",0.00724406633458771,0.170395956536278,0.966089640857108,348,348,15,363,1.24712643678161,"1 - 5","success",0.999993213635889
"C1orf56","maximum_longevity_y",0.0060618540744607,0.159189998238167,0.96962440358411,326,326,37,363,1.00613496932515,"1 - 2","success",0.999993213635889
"OAZ3","maximum_longevity_y",-0.0473117332141127,0.151079954984783,0.754161447118844,355,355,8,363,1.02816901408451,"1 - 4","success",0.999993213635889
"HORMAD1","maximum_longevity_y",-0.08072783023592,0.151391510533561,0.593868273180064,340,340,23,363,1.03529411764706,"1 - 2","success",0.999993213635889
"GOLPH3L","maximum_longevity_y",0.188452181785627,0.152360437517281,0.216130164555988,355,355,8,363,1.07887323943662,"1 - 2","success",0.999993213635889
"GABPB2","maximum_longevity_y",0.153448843457147,0.152751650444986,0.315106730607389,353,353,10,363,1.19263456090652,"1 - 3","success",0.999993213635889
"SYT14","maximum_longevity_y",-0.237554017495595,0.143522916403308,0.0978911605195641,354,354,9,363,1.14689265536723,"1 - 4","success",0.999993213635889
"KCNH1","maximum_longevity_y",-0.312324852472977,0.141513190418354,0.027311471925829,342,342,21,363,1.19298245614035,"1 - 8","success",0.943629328159446
"DTL","maximum_longevity_y",-0.0367282266630039,0.153001111388698,0.810289925109798,347,347,16,363,1.03170028818444,"1 - 2","success",0.999993213635889
"DYRK3","maximum_longevity_y",0.00496095415566592,0.156571446191081,0.974723318863769,340,340,23,363,1.00882352941176,"1 - 2","success",0.999993213635889
"EIF2D","maximum_longevity_y",-0.0485363134641814,0.14909403215554,0.744771184718232,347,347,16,363,1.05475504322767,"1 - 3","success",0.999993213635889
"INTS7","maximum_longevity_y",-0.212060126643369,0.16052690876389,0.18649288937038,300,300,63,363,1.09333333333333,"1 - 3","success",0.999993213635889
"VASH2","maximum_longevity_y",-0.055380616429619,0.146896105824619,0.706169635941255,354,354,9,363,1.07344632768362,"1 - 3","success",0.999993213635889
"TAF1A","maximum_longevity_y",-0.0198011220497047,0.154451515485684,0.897988457121197,341,341,22,363,1.04985337243402,"1 - 3","success",0.999993213635889
"SMYD2","maximum_longevity_y",-0.000643867734373257,0.168950893970952,0.996959288768178,311,311,52,363,1.0032154340836,"1 - 2","success",0.999993213635889
"SUSD4","maximum_longevity_y",-0.177303082853323,0.144172720549918,0.218773382269734,341,341,22,363,1.12316715542522,"1 - 4","success",0.999993213635889
"DUSP10","maximum_longevity_y",-0.00307594902163925,0.156681627947916,0.984337062188729,346,346,17,363,1.01734104046243,"1 - 2","success",0.999993213635889
"HHIPL2","maximum_longevity_y",0.0300839894738061,0.174060537839954,0.862780057348767,279,279,84,363,1.02508960573477,"1 - 3","success",0.999993213635889
"TP53BP2","maximum_longevity_y",-0.0723638679590333,0.155387686096823,0.641431069930166,339,339,24,363,1.03244837758112,"1 - 2","success",0.999993213635889
"ATP8B2","maximum_longevity_y",0.0951702281582451,0.15723638021739,0.545000607158712,328,328,35,363,1.08536585365854,"1 - 3","success",0.999993213635889
"FLG2","maximum_longevity_y",0.0570256183638078,0.324269739569965,0.860405040632767,91,91,272,363,1.01098901098901,"1 - 2","success",0.999993213635889
"CRNN","maximum_longevity_y",-0.00592881450976764,0.186006875903729,0.974572398698699,256,256,107,363,1.01171875,"1 - 2","success",0.999993213635889
"ADAM15","maximum_longevity_y",-0.0766473513389868,0.153839843716149,0.618323194910432,342,342,21,363,1.04678362573099,"1 - 3","success",0.999993213635889
"JTB","maximum_longevity_y",0.043581015260753,0.15196595301032,0.774279672884936,352,352,11,363,1.02840909090909,"1 - 3","success",0.999993213635889
"RAB13","maximum_longevity_y",0.100988005497325,0.186799726035799,0.588768283726498,355,355,8,363,1.42535211267606,"1 - 6","success",0.999993213635889
"S100A8","maximum_longevity_y",0.0901448167422975,0.151352031961496,0.55144447880407,347,347,16,363,1.07780979827089,"1 - 4","success",0.999993213635889
"TPM3","maximum_longevity_y",0.0605895247097263,0.181595565735606,0.738643001202423,354,354,9,363,1.69209039548023,"1 - 8","success",0.999993213635889
"NUP210L","maximum_longevity_y",-0.0618316950475222,0.14453332011117,0.668795020580471,332,332,31,363,1.17771084337349,"1 - 3","success",0.999993213635889
"SNAPIN","maximum_longevity_y",-0.0217395176957673,0.152085359210427,0.886335301012414,355,355,8,363,1.02535211267606,"1 - 2","success",0.999993213635889
"SLC27A3","maximum_longevity_y",-0.00642627967485873,0.156251970960818,0.967194114890972,338,338,25,363,1.00887573964497,"1 - 2","success",0.999993213635889
"S100A7","maximum_longevity_y",0.135648113279732,0.230273129920142,0.555811052601667,187,187,176,363,2.3903743315508,"1 - 28","success",0.999993213635889
"UBAP2L","maximum_longevity_y",0.07171264134207,0.162682582625611,0.659348185343581,338,338,25,363,1.23076923076923,"1 - 4","success",0.999993213635889
"SLC39A1","maximum_longevity_y",-0.00179852198999825,0.156777530054899,0.990847020915512,346,346,17,363,1.01156069364162,"1 - 2","success",0.999993213635889
"HAX1","maximum_longevity_y",0.019039923466437,0.15230775500303,0.900515992173118,353,353,10,363,1.02549575070822,"1 - 3","success",0.999993213635889
"CREB3L4","maximum_longevity_y",0.217987528654425,0.165933114152022,0.18894475326032,350,350,13,363,1.20571428571429,"1 - 3","success",0.999993213635889
"EFNA3","maximum_longevity_y",0.0155897395323245,0.156940353182956,0.920871938003506,337,337,26,363,1.00593471810089,"1 - 2","success",0.999993213635889
"AQP10","maximum_longevity_y",-0.048685721319152,0.205092723342587,0.812358937945961,200,200,163,363,1.025,"1 - 2","success",0.999993213635889
"KCNN3","maximum_longevity_y",-0.0878941498478322,0.153183349791897,0.566114000769699,333,333,30,363,1.04804804804805,"1 - 2","success",0.999993213635889
"C1orf43","maximum_longevity_y",-0.086421074426022,0.151273032793339,0.567801719331649,352,352,11,363,1.04829545454545,"1 - 2","success",0.999993213635889
"GATAD2B","maximum_longevity_y",-0.0267934117350523,0.154134170082642,0.861997695364038,347,347,16,363,1.01152737752161,"1 - 2","success",0.999993213635889
"ILF2","maximum_longevity_y",0.0052275010758854,0.15235475743618,0.972628855003472,349,349,14,363,1.02578796561605,"1 - 2","success",0.999993213635889
"RIT1","maximum_longevity_y",0.0222072907927311,0.147223188712047,0.880101154825258,352,352,11,363,1.10511363636364,"1 - 3","success",0.999993213635889
"INTS3","maximum_longevity_y",-0.0928738568219478,0.148557743898611,0.531859435981804,348,348,15,363,1.05172413793103,"1 - 3","success",0.999993213635889
"PKLR","maximum_longevity_y",-0.0130085182012562,0.151295203107712,0.931481493016221,346,346,17,363,1.02890173410405,"1 - 3","success",0.999993213635889
"HCN3","maximum_longevity_y",0.0313565047616033,0.154197526687453,0.838859258918554,336,336,27,363,1.0297619047619,"1 - 3","success",0.999993213635889
"FLG","maximum_longevity_y",NA,NA,NA,0,40,323,363,NA,NA,"No variation in nonzero copy numbers",NA
"ACTA1","maximum_longevity_y",-0.00103200125960029,0.158811837102456,0.99481517189344,333,333,30,363,1.01801801801802,"1 - 2","success",0.999993213635889
"C1orf131","maximum_longevity_y",-0.0820957826246728,0.153074758079137,0.591743150814399,338,338,25,363,1.05325443786982,"1 - 3","success",0.999993213635889
"GALNT2","maximum_longevity_y",0.0393489943972679,0.155183976763337,0.799832787477408,334,334,29,363,1.01796407185629,"1 - 2","success",0.999993213635889
"TTC13","maximum_longevity_y",-0.0430845295014158,0.15393474074949,0.779563220809751,338,338,25,363,1.06213017751479,"1 - 2","success",0.999993213635889
"SCCPDH","maximum_longevity_y",0.0357117866256177,0.154665063304522,0.817394381884155,341,341,22,363,1.04985337243402,"1 - 4","success",0.999993213635889
"LYST","maximum_longevity_y",0.0348468698295588,0.158247442483762,0.825711543327385,314,314,49,363,1.06050955414013,"1 - 3","success",0.999993213635889
"MAP3K21","maximum_longevity_y",0.0867082083424949,0.145568723068781,0.551408156041308,342,342,21,363,1.20760233918129,"1 - 4","success",0.999993213635889
"CEP170","maximum_longevity_y",-0.0889199915325067,0.156177772610436,0.569117873706074,316,316,47,363,1.06329113924051,"1 - 3","success",0.999993213635889
"ACP1","maximum_longevity_y",-0.0170875983250128,0.15247624354633,0.910770058416981,355,355,8,363,1.02253521126761,"1 - 2","success",0.999993213635889
"SNAP47","maximum_longevity_y",-0.00210952491095378,0.151953953012143,0.988923596524092,342,342,21,363,1.10526315789474,"1 - 6","success",0.999993213635889
"SRP9","maximum_longevity_y",0.116483207996645,0.146877727452903,0.427741448378748,352,352,11,363,1.12784090909091,"1 - 19","success",0.999993213635889
"NVL","maximum_longevity_y",-0.135172035952532,0.150097217525046,0.367820588999687,335,335,28,363,1.12238805970149,"1 - 3","success",0.999993213635889
"SDE2","maximum_longevity_y",-0.00963701360079478,0.154402092494468,0.950232313885806,338,338,25,363,1.0207100591716,"1 - 2","success",0.999993213635889
"DEGS1","maximum_longevity_y",-0.0766349795480361,0.153063031049862,0.616599195886647,345,345,18,363,1.18260869565217,"1 - 5","success",0.999993213635889
"FBXO28","maximum_longevity_y",-0.00700718905893065,0.157562266906555,0.964527766315852,347,347,16,363,1.01440922190202,"1 - 2","success",0.999993213635889
"ARF1","maximum_longevity_y",-0.0135398601455641,0.162752015069625,0.933697923493061,330,330,33,363,1.00606060606061,"1 - 2","success",0.999993213635889
"LEFTY2","maximum_longevity_y",0.0126971193884986,0.159309265237866,0.936475005988762,294,294,69,363,1.0578231292517,"1 - 3","success",0.999993213635889
"CNIH4","maximum_longevity_y",-0.0647872868190485,0.150980038583409,0.667842006572486,351,351,12,363,1.03418803418803,"1 - 2","success",0.999993213635889
"ITPKB","maximum_longevity_y",0.00138835508606946,0.163022121480714,0.993205009923484,313,313,50,363,1.00638977635783,"1 - 2","success",0.999993213635889
"GUK1","maximum_longevity_y",0.014362827034416,0.157739861481398,0.927449775672231,342,342,21,363,1.02046783625731,"1 - 2","success",0.999993213635889
"CDC42BPA","maximum_longevity_y",-0.155701268987616,0.14813063339635,0.293209067193431,344,344,19,363,1.52616279069767,"1 - 7","success",0.999993213635889
"CNIH3","maximum_longevity_y",-0.00192645436168602,0.153526467232166,0.989988385166288,351,351,12,363,1.01424501424501,"1 - 2","success",0.999993213635889
"C1orf35","maximum_longevity_y",-0.0124631165488121,0.16619965417032,0.940223604330479,307,307,56,363,1.01302931596091,"1 - 2","success",0.999993213635889
"MBOAT2","maximum_longevity_y",0.0349202202694133,0.155829227493694,0.822685033087527,340,340,23,363,1.03235294117647,"1 - 5","success",0.999993213635889
"PARP1","maximum_longevity_y",-0.0702253173913314,0.152863380566305,0.645947510198657,338,338,25,363,1.04733727810651,"1 - 4","success",0.999993213635889
"PSEN2","maximum_longevity_y",-0.0503846838803825,0.149743979710668,0.736514824070716,347,347,16,363,1.06916426512968,"1 - 3","success",0.999993213635889
"PYCR2","maximum_longevity_y",0.0612880684422779,0.155820428019105,0.694079462493018,341,341,22,363,1.06451612903226,"1 - 3","success",0.999993213635889
"LBR","maximum_longevity_y",0.00399960185053476,0.155927942474919,0.979536248527918,337,337,26,363,1.01780415430267,"1 - 3","success",0.999993213635889
"WNT9A","maximum_longevity_y",-0.155251196760132,0.15447624624974,0.314888841163462,328,328,35,363,1.0609756097561,"1 - 4","success",0.999993213635889
"EPHX1","maximum_longevity_y",-0.160620617038655,0.150492934523953,0.285837863857674,331,331,32,363,1.06344410876133,"1 - 3","success",0.999993213635889
"REN","maximum_longevity_y",-0.00418580760238927,0.155528836094098,0.978528816888599,340,340,23,363,1.03235294117647,"1 - 2","success",0.999993213635889
"SOX13","maximum_longevity_y",NA,NA,NA,0,166,197,363,NA,NA,"No variation in nonzero copy numbers",NA
"ETNK2","maximum_longevity_y",-0.0385746625033587,0.14830037057595,0.794777607970354,343,343,20,363,1.07580174927114,"1 - 3","success",0.999993213635889
"PPFIA4","maximum_longevity_y",-0.0883254253887864,0.152422965181341,0.562268145743118,325,325,38,363,1.05538461538462,"1 - 3","success",0.999993213635889
"PLEKHA6","maximum_longevity_y",-0.123045082802237,0.15223573534799,0.418944601304835,332,332,31,363,1.05722891566265,"1 - 3","success",0.999993213635889
"PTPN7","maximum_longevity_y",-0.00687684130998744,0.174726054826585,0.968605087175376,249,249,114,363,1.08032128514056,"1 - 2","success",0.999993213635889
"SYT2","maximum_longevity_y",-0.0160235541501765,0.15392843048822,0.917092029659482,340,340,23,363,1.01470588235294,"1 - 2","success",0.999993213635889
"ARL8A","maximum_longevity_y",0.143067768785892,0.152816123746067,0.34916579778674,334,334,29,363,1.08083832335329,"1 - 3","success",0.999993213635889
"OSR1","maximum_longevity_y",-0.036372236838118,0.153863950805226,0.813128353213076,350,350,13,363,1.00857142857143,"1 - 2","success",0.999993213635889
"GDF7","maximum_longevity_y",-0.0230921375846701,0.167402957559225,0.890285129009279,286,286,77,363,1.01748251748252,"1 - 2","success",0.999993213635889
"PDIA6","maximum_longevity_y",-0.0415418220778403,0.147784268391062,0.778635443743334,345,345,18,363,1.08695652173913,"1 - 4","success",0.999993213635889
"RHOB","maximum_longevity_y",NA,NA,NA,0,333,30,363,NA,NA,"No variation in nonzero copy numbers",NA
"ATP6V1C2","maximum_longevity_y",-0.100676072584298,0.14991763920019,0.501874967420113,342,342,21,363,1.04970760233918,"1 - 2","success",0.999993213635889
"HNRNPLL","maximum_longevity_y",-0.0927093656697822,0.155029389309764,0.549832225217123,333,333,30,363,1.06306306306306,"1 - 3","success",0.999993213635889
"GALM","maximum_longevity_y",-0.0231603662520067,0.15666831513015,0.882476483400633,347,347,16,363,1.01152737752161,"1 - 2","success",0.999993213635889
"CAMKMT","maximum_longevity_y",-0.0165580800934749,0.158551672228395,0.916825468835741,340,340,23,363,1.00588235294118,"1 - 2","success",0.999993213635889
"ABCG8","maximum_longevity_y",-0.0162267423592219,0.158865325925847,0.918644362657638,326,326,37,363,1.00920245398773,"1 - 2","success",0.999993213635889
"EML4","maximum_longevity_y",0.148565619712072,0.160145928144562,0.353568903819199,342,342,21,363,1.22514619883041,"1 - 3","success",0.999993213635889
"CALM2","maximum_longevity_y",0.167938890285089,0.150566015559716,0.26468600087036,353,353,10,363,1.10764872521246,"1 - 3","success",0.999993213635889
"CHAC2","maximum_longevity_y",0.00241472320790404,0.153380302539523,0.987439125177703,350,350,13,363,1.01142857142857,"1 - 2","success",0.999993213635889
"RPS27A","maximum_longevity_y",0.221389185613914,0.173642700295395,0.202319958457639,353,353,10,363,1.22662889518414,"1 - 5","success",0.999993213635889
"WDPCP","maximum_longevity_y",-0.0720478065497666,0.150011502044406,0.631026970029622,339,339,24,363,1.07669616519174,"1 - 2","success",0.999993213635889
"VPS54","maximum_longevity_y",-0.0664729644267844,0.151244753424533,0.660294993757986,348,348,15,363,1.04885057471264,"1 - 3","success",0.999993213635889
"REG3G","maximum_longevity_y",-0.396855253242283,0.145515405096223,0.00638668071478449,326,326,37,363,2.5521472392638,"1 - 18","success",0.439290511157132
"ASXL2","maximum_longevity_y",-0.1177703942575,0.146675955288477,0.4220157094826,348,348,15,363,1.08045977011494,"1 - 3","success",0.999993213635889
"ETAA1","maximum_longevity_y",-0.00087067336980229,0.15802065914223,0.995603781631832,334,334,29,363,1.00299401197605,"1 - 2","success",0.999993213635889
"SNRPG","maximum_longevity_y",0.177175942339494,0.185072971452601,0.338400623502541,360,360,3,363,1.47222222222222,"1 - 8","success",0.999993213635889
"ABHD1","maximum_longevity_y",-0.0276784833831405,0.176868790752093,0.875645525069964,258,258,105,363,1.01937984496124,"1 - 2","success",0.999993213635889
"MEIS1","maximum_longevity_y",-0.0861648018468186,0.11640425969502,0.459166301605409,359,359,4,363,1.6991643454039,"1 - 4","success",0.999993213635889
"TRIM43B","maximum_longevity_y",0.435185533151551,0.264147225809137,0.0994530003484762,206,206,157,363,3.40291262135922,"1 - 36","success",0.999993213635889
"TRIM43","maximum_longevity_y",0.284631698944988,0.275014473057611,0.30068297307058,194,194,169,363,2.50515463917526,"1 - 17","success",0.999993213635889
"CIAO1","maximum_longevity_y",NA,NA,NA,0,349,14,363,NA,NA,"No variation in nonzero copy numbers",NA
"ZNF514","maximum_longevity_y",0.055340351447954,0.224567423947823,0.805348692139759,212,212,151,363,1.02830188679245,"1 - 2","success",0.999993213635889
"SNRNP200","maximum_longevity_y",-0.0155643642994486,0.153608629207181,0.919292626504061,340,340,23,363,1.01470588235294,"1 - 3","success",0.999993213635889
"MRPS5","maximum_longevity_y",0.137613440603919,0.209036398422747,0.510330688843781,328,328,35,363,1.19207317073171,"1 - 17","success",0.999993213635889
"ANKRD53","maximum_longevity_y",-0.0411388814346491,0.170306318689232,0.809122543440442,285,285,78,363,1.0280701754386,"1 - 2","success",0.999993213635889
"TPRKB","maximum_longevity_y",0.00313724412848289,0.170506808992194,0.985320132152136,332,332,31,363,1.30421686746988,"1 - 4","success",0.999993213635889
"NAT8","maximum_longevity_y",-0.0803870855983436,0.202047423167666,0.690731570298297,259,259,104,363,1.59073359073359,"1 - 10","success",0.999993213635889
"EXOC6B","maximum_longevity_y",-0.204910469407479,0.146215482796864,0.161086128669268,346,346,17,363,1.11849710982659,"1 - 3","success",0.999993213635889
"SFXN5","maximum_longevity_y",0.00802315246412622,0.155379841161499,0.958818944067245,345,345,18,363,1.00289855072464,"1 - 2","success",0.999993213635889
"TEX261","maximum_longevity_y",-0.00861005904237904,0.155609276152418,0.955874549593895,346,346,17,363,1.00867052023121,"1 - 2","success",0.999993213635889
"DQX1","maximum_longevity_y",-0.0204971672668148,0.155346499642181,0.895027930486463,347,347,16,363,1.01152737752161,"1 - 2","success",0.999993213635889
"DUSP11","maximum_longevity_y",0.0584334336000571,0.149440171639849,0.695785728525231,314,314,49,363,1.21019108280255,"1 - 6","success",0.999993213635889
"ST6GAL2","maximum_longevity_y",-0.0280390143167251,0.158461663977364,0.859551516111848,314,314,49,363,1.05095541401274,"1 - 3","success",0.999993213635889
"NPHP1","maximum_longevity_y",-0.21380437857149,0.18930650798491,0.258725550239686,323,323,40,363,1.31578947368421,"1 - 20","success",0.999993213635889
"MALL","maximum_longevity_y",0.476383264766636,0.167950612119249,0.00456183323434279,339,339,24,363,1.25958702064897,"1 - 6","success",0.363387057641665
"THNSL2","maximum_longevity_y",-0.0883341206439008,0.154841812511378,0.568352343385154,334,334,29,363,1.05389221556886,"1 - 8","success",0.999993213635889
"RALB","maximum_longevity_y",-0.0114227088391265,0.152855739453579,0.940430581883785,351,351,12,363,1.01709401709402,"1 - 2","success",0.999993213635889
"C1QL2","maximum_longevity_y",0.00477409341408055,0.162763421973369,0.976600213635402,322,322,41,363,1.02173913043478,"1 - 2","success",0.999993213635889
"TMEM177","maximum_longevity_y",0.0200026429708003,0.160693288344179,0.900937489279092,336,336,27,363,1.01785714285714,"1 - 2","success",0.999993213635889
"NT5DC4","maximum_longevity_y",0.0908342045974728,0.413928708445834,0.826304135857751,42,42,321,363,1.02380952380952,"1 - 2","success",0.999993213635889
"RABL2A","maximum_longevity_y",0.09633554828958,0.154380172863618,0.532617714056403,345,345,18,363,1.0695652173913,"1 - 6","success",0.999993213635889
"SLC20A1","maximum_longevity_y",0.00426852691573172,0.154013316625391,0.977889212255429,348,348,15,363,1.02011494252874,"1 - 2","success",0.999993213635889
"FBLN7","maximum_longevity_y",-0.0993819972663667,0.149869547877878,0.507251554512572,339,339,24,363,1.06489675516224,"1 - 4","success",0.999993213635889
"ZC3H8","maximum_longevity_y",-0.015740922811159,0.157833922214178,0.920557949576463,338,338,25,363,1.03846153846154,"1 - 2","success",0.999993213635889
"LIPT1","maximum_longevity_y",-0.0394598749625023,0.153926091150064,0.797675970082148,341,341,22,363,1.02346041055718,"1 - 2","success",0.999993213635889
"CNGA3","maximum_longevity_y",-0.0523926829518744,0.160726920402026,0.744444564216607,320,320,43,363,1.021875,"1 - 2","success",0.999993213635889
"FAHD2B","maximum_longevity_y",0.166414609367616,0.15256452134661,0.275368888932093,346,346,17,363,1.07514450867052,"1 - 4","success",0.999993213635889
"LYG1","maximum_longevity_y",-0.00569841706731928,0.172049143796455,0.973578201221311,270,270,93,363,1.00740740740741,"1 - 2","success",0.999993213635889
"AFF3","maximum_longevity_y",-0.128881881159079,0.153743393631198,0.401866639350563,317,317,46,363,1.09779179810726,"1 - 3","success",0.999993213635889
"UBXN4","maximum_longevity_y",0.00240519318544634,0.155395247417681,0.987650910054605,336,336,27,363,1.00892857142857,"1 - 2","success",0.999993213635889
"NXPH2","maximum_longevity_y",-0.0202554599649887,0.153534735103242,0.895041604943834,354,354,9,363,1.00847457627119,"1 - 2","success",0.999993213635889
"SPOPL","maximum_longevity_y",-0.000846362293549332,0.152567328676564,0.995573784052671,357,357,6,363,1.00280112044818,"1 - 2","success",0.999993213635889
"THSD7B","maximum_longevity_y",-0.26346314311163,0.146820549596338,0.0727402776075539,323,323,40,363,1.15479876160991,"1 - 3","success",0.999993213635889
"GPR17","maximum_longevity_y",-0.00773692135938199,0.15442339501458,0.960041103792644,344,344,19,363,1.01744186046512,"1 - 2","success",0.999993213635889
"POLR2D","maximum_longevity_y",0.131849350435663,0.146500381498684,0.368123857514845,354,354,9,363,1.13559322033898,"1 - 3","success",0.999993213635889
"AMMECR1L","maximum_longevity_y",-0.030467271418569,0.15241288102105,0.841559116277821,351,351,12,363,1.01139601139601,"1 - 2","success",0.999993213635889
"GALNT13","maximum_longevity_y",-0.122552566092277,0.151002445810294,0.417025064467615,338,338,25,363,1.08284023668639,"1 - 2","success",0.999993213635889
"PKP4","maximum_longevity_y",-0.129232171549147,0.150153852600681,0.389422553046868,342,342,21,363,1.07309941520468,"1 - 3","success",0.999993213635889
"SCN1A","maximum_longevity_y",-0.0179271846195124,0.133258366775104,0.892983866693501,350,350,13,363,1.34857142857143,"1 - 5","success",0.999993213635889
"SLC4A10","maximum_longevity_y",-0.234221157292192,0.145800090743492,0.108174166659481,339,339,24,363,1.15634218289086,"1 - 4","success",0.999993213635889
"SCRN3","maximum_longevity_y",-0.0850167075703971,0.151397695909507,0.574425664368894,345,345,18,363,1.04057971014493,"1 - 2","success",0.999993213635889
"LNPK","maximum_longevity_y",-0.0940021149693473,0.152933819849038,0.538780087733013,339,339,24,363,1.04719764011799,"1 - 2","success",0.999993213635889
"ZNF385B","maximum_longevity_y",-0.0764867738526847,0.14888770765663,0.607446918331044,355,355,8,363,1.06197183098592,"1 - 2","success",0.999993213635889
"TMEFF2","maximum_longevity_y",-0.0752911527427254,0.151815207519914,0.619937121377282,348,348,15,363,1.04022988505747,"1 - 2","success",0.999993213635889
"CDCA7","maximum_longevity_y",-0.0216473086754751,0.15047766679291,0.885613165976429,352,352,11,363,1.03693181818182,"1 - 2","success",0.999993213635889
"DLX1","maximum_longevity_y",NA,NA,NA,0,354,9,363,NA,NA,"No variation in nonzero copy numbers",NA
"UBR3","maximum_longevity_y",-0.120421477456237,0.152526409302904,0.429812638940576,327,327,36,363,1.07645259938838,"1 - 2","success",0.999993213635889
"PHOSPHO2","maximum_longevity_y",0.0143499097230768,0.15895157284907,0.92806590412191,341,341,22,363,1.01759530791789,"1 - 2","success",0.999993213635889
"GULP1","maximum_longevity_y",-0.0491004818477051,0.152079224093717,0.746800356571828,348,348,15,363,1.02586206896552,"1 - 2","success",0.999993213635889
"FAM171B","maximum_longevity_y",NA,NA,NA,0,334,29,363,NA,NA,"No variation in nonzero copy numbers",NA
"HSPD1","maximum_longevity_y",0.173545938402564,0.148404024655394,0.242236344678753,337,337,26,363,1.16023738872404,"1 - 3","success",0.999993213635889
"CCDC150","maximum_longevity_y",-0.146172447028601,0.146230554307091,0.317502848702874,339,339,24,363,1.09144542772861,"1 - 5","success",0.999993213635889
"METTL21A","maximum_longevity_y",-0.0709803665418098,0.151730074379238,0.639922729152893,346,346,17,363,1.03468208092486,"1 - 3","success",0.999993213635889
"UNC80","maximum_longevity_y",-0.300695815895707,0.145327786516802,0.0385379349901831,325,325,38,363,1.19692307692308,"1 - 4","success",0.999993213635889
"PTH2R","maximum_longevity_y",-0.0199237851725245,0.160002046444227,0.900901931269499,314,314,49,363,1.03503184713376,"1 - 3","success",0.999993213635889
"CPO","maximum_longevity_y",0.00355482325952924,0.187881497409117,0.984904477479983,249,249,114,363,1.00803212851406,"1 - 2","success",0.999993213635889
"NBEAL1","maximum_longevity_y",-0.110699242803394,0.152096432479007,0.466722100110344,322,322,41,363,1.09937888198758,"1 - 3","success",0.999993213635889
"KANSL1L","maximum_longevity_y",0.0263092636569224,0.152572407105914,0.863093287908511,340,340,23,363,1.07647058823529,"1 - 3","success",0.999993213635889
"SPAG16","maximum_longevity_y",0.00161149446548786,0.159881817889342,0.991958029998651,322,322,41,363,1.00310559006211,"1 - 2","success",0.999993213635889
"ABCA12","maximum_longevity_y",-0.0972385237586424,0.151905407689246,0.52209101755962,329,329,34,363,1.08510638297872,"1 - 3","success",0.999993213635889
"SUMF1","maximum_longevity_y",-0.194934035467481,0.148799425250625,0.190180402738829,341,341,22,363,1.09384164222874,"1 - 3","success",0.999993213635889
"NYAP2","maximum_longevity_y",-0.0212500768668894,0.158491730393061,0.893341780892911,317,317,46,363,1.00315457413249,"1 - 2","success",0.999993213635889
