"Gene","n_outliers","n_normals","outlier_mean_rank","normal_mean_rank","outlier_mean_magnitude","normal_mean_magnitude","standard_effect_size","magnitude_effect_size","phylo_diversity_score","phylo_weighted_effect","phylo_weighted_magnitude","p_value","species_in_analysis","adj_p_value"
"DLEC1",2,45,1009,915.644444444444,1,0.944444444444444,93.3555555555556,0.0555555555555556,1.03060011274061,96.2122460805175,0.0572555618189226,0.465038214771703,47,0.68800310381648
"SPATA31D3",10,177,518.5,423.237288135593,4.675,3.24858757062147,95.2627118644068,1.42641242937853,1.00960632557101,96.1778364893535,1.44011501157367,0.546035441118927,187,0.738626515399539
"ZNF485",3,63,525.666666666667,342.825396825397,4.16666666666667,20.2830687830688,182.84126984127,-16.1164021164021,0.52551874892582,96.0865153789923,-8.46947147739707,0.118446843529054,66,0.4137284735698
"RPL36",6,30,1079.83333333333,834.933333333333,1.25,1.67777777777778,244.9,-0.427777777777778,0.392327002681825,96.0808829567789,-0.167828773369447,0.141602035384381,36,0.439498679399699
"ZNF227",10,83,722.5,580.698795180723,1.56666666666667,2.85542168674699,141.801204819277,-1.28875502008032,0.677390570432246,96.05479902051,-0.87299049819963,0.390300211056502,93,0.641035611747547
"NLRP5",3,38,1198.66666666667,961.894736842105,1.16666666666667,1.34649122807018,236.771929824561,-0.179824561403509,0.405480390396611,96.0063745402223,-0.0729153333607942,0.0685937772691578,41,0.33024184815368
"CXCL3",14,237,581.428571428571,486.037974683544,1.63690476190476,1.84177215189873,95.3905967450272,-0.204867389993972,1.0049288493453,95.8607626253416,-0.205877150495017,0.193349647740929,251,0.495908339135272
"OR2T10",2,99,511,419.343434343434,10,4.43771043771044,91.6565656565656,5.56228956228956,1.04548383308411,95.8254575899519,5.81528381230624,0.859404565587351,101,0.927586491565758
"ASPHD1",2,22,1544,1231.68181818182,0.5,0.893939393939394,312.318181818182,-0.393939393939394,0.306679261004549,95.7815091982842,-0.120813042213913,0.0756200909206984,24,0.344166154121994
"TMSB15B",10,250,429.2,332.4,3.8,3.44,96.8,0.359999999999999,0.989251740338087,95.7595684647269,0.356130626521711,0.156554984506618,260,0.456637750429523
"KDELR2",5,71,925,759.746478873239,1.7,1.73474178403756,165.253521126761,-0.0347417840375586,0.576943859405278,95.3420042591849,-0.0200440589652537,0.331329025837583,76,0.59734540871341
"RAB19",5,56,965.4,707.517857142857,1.6,2.20833333333333,257.882142857143,-0.608333333333333,0.369678126522409,95.3333874350128,-0.224887526967799,0.144452880970913,61,0.443109852491173
"PDCD2",3,70,964,844.557142857143,1.16666666666667,1.08571428571429,119.442857142857,0.0809523809523811,0.796792148186435,95.1711307283826,0.0645022215198544,0.409505751573597,73,0.65243357473412
"ARMCX1",16,244,661.5625,558.106557377049,1.55208333333333,1.43510928961749,103.455942622951,0.116974043715847,0.918056608376354,94.978411800805,0.107388793841838,0.33413746034243,260,0.598819816909974
"GBP7",14,205,589.071428571429,494.112195121951,1.64880952380952,2.16666666666667,94.9592334494773,-0.517857142857143,0.999812775983542,94.9414548003911,-0.517760187562906,0.450254277570357,219,0.678537049211836
"KRTAP19-2",3,58,588.666666666667,471.689655172414,1.33333333333333,2.08620689655172,116.977011494253,-0.752873563218391,0.810894461606267,94.8560107559423,-0.610501002703569,0.525873381881638,61,0.725868750949577
"RSBN1",2,55,1227.5,1107.8,0.75,0.972727272727273,119.7,-0.222727272727273,0.792334742930173,94.8424687287417,-0.176474556379902,0.818330479615447,57,0.903508721943706
"STXBP3",5,41,1398,1146.75609756098,0.8,0.93089430894309,251.243902439024,-0.130894308943089,0.377125674508412,94.7505261734427,-0.049363604549475,0.33086474782862,46,0.596900917527389
"FXYD4",16,225,759.875,650.275555555556,0.921875,1.05703703703704,109.599444444444,-0.135162037037037,0.863388150617087,94.626861647549,-0.116697301191046,0.438511189827566,241,0.67034839883357
"BCL7B",5,65,1170.2,1032.75384615385,0.8,0.97948717948718,137.446153846154,-0.179487179487179,0.687838247169906,94.5407215417838,-0.123458146927932,0.691581777421151,70,0.830995562662729
"ZNF747",6,62,685.666666666667,476.435483870968,2.75,5.63709677419355,209.231182795699,-2.88709677419355,0.450582131071815,94.2758322307625,-1.30087421712669,0.0976927281403625,68,0.383079817132392
"ZCCHC10",6,44,900.333333333333,797.159090909091,1.25,1.05681818181818,103.174242424242,0.193181818181818,0.912376229975266,94.1337263335846,0.176254498972495,0.473383262325654,50,0.695210873242985
"CLEC6A",8,68,868.25,772.911764705882,1.75,1.18382352941176,95.3382352941177,0.566176470588235,0.986216179579508,94.024110179617,0.558372395791339,0.57083777486649,76,0.757668941110333
"ZNF84",3,69,855.666666666667,684.913043478261,2.16666666666667,2.23671497584541,170.753623188406,-0.0700483091787438,0.550278734970217,93.962087759697,-0.0385460949616818,0.260392520219483,72,0.548843696096641
"BECN1",2,10,1227.5,1070.7,0.75,1.06666666666667,156.8,-0.316666666666667,0.598955402642306,93.9162071343135,-0.18966921083673,0.768474819348697,12,0.874965567308781
"NUDT11",12,147,679.75,582.816326530612,1.44444444444444,1.41269841269841,96.9336734693877,0.0317460317460319,0.96694108707405,93.7291515985707,0.0306965424467953,0.472107616134246,159,0.69450129450591
"IPO8",4,70,1117,993.357142857143,1,0.971428571428571,123.642857142857,0.0285714285714286,0.757706637496693,93.6850135361982,0.0216487610713341,0.459854487285712,74,0.68423015147973
"CREB3L4",5,52,1053.2,901.538461538462,1.4,1.23076923076923,151.661538461538,0.169230769230769,0.617077239593462,93.5868835063439,0.104428455931201,0.448184860833303,57,0.677198097151899
"ZNF205",6,63,738,558.31746031746,1.75,4.42592592592593,179.68253968254,-2.67592592592593,0.520297320796871,93.4883439908028,-1.39227708991015,0.183358294965561,69,0.486197575768004
"ZDHHC20",5,31,1112.6,1016.25806451613,1,1.09677419354839,96.3419354838709,-0.096774193548387,0.969122298111406,93.3671179206298,-0.0937860288494908,0.483401188353345,36,0.699880850963756
"NLGN4X",3,23,1219.33333333333,1078.60869565217,1,0.869565217391304,140.724637681159,0.130434782608696,0.66281976847555,93.2750717666317,0.0864547524098544,0.39149412183248,26,0.642204643203033
"ZNF282",5,35,1185,994.885714285714,1.2,1.05238095238095,190.114285714286,0.147619047619048,0.49027117076391,93.2075534360874,0.0723733633032438,0.310952402455922,40,0.586473854446065
"COX7B",5,51,1164.8,911.960784313726,1.3,1.48039215686275,252.839215686274,-0.180392156862745,0.368324292698062,93.1268252839797,-0.0664428135847484,0.41174211205023,56,0.653943354432718
"SAA1",13,219,658.923076923077,564.228310502283,1.64102564102564,1.66666666666667,94.6947664207938,-0.0256410256410253,0.982485024444464,93.0361899016964,-0.0251919237037039,0.433778692157989,232,0.6673050510669
"ZNF354B",8,195,646.625,547.728205128205,1.25,3.06581196581197,98.8967948717949,-1.81581196581197,0.938502748825967,92.8149138372573,-1.70414452126561,0.426728631521925,203,0.664455865069125
"IGHV6-1",13,120,428.461538461538,338.4,3.87820512820513,8.6875,90.0615384615385,-4.80929487179487,1.02729169310072,92.5194703294097,-4.94054867146678,0.394784090090368,133,0.644163831768522
"CLTA",2,27,1227.5,1100.03703703704,0.75,1.05555555555556,127.462962962963,-0.305555555555556,0.72416466593151,92.3041739927146,-0.221272536812406,0.807372134571165,29,0.897179935969515
"ASB13",6,24,985.833333333333,854.083333333333,1.33333333333333,1.24305555555556,131.75,0.0902777777777777,0.700292282918493,92.2635082745115,0.0632208310968084,0.424524723672586,30,0.66317466606554
"ZNF30",6,76,514.666666666667,364.315789473684,2.80555555555556,13.1381578947368,150.350877192982,-10.3326023391813,0.613609741430197,92.2567628781892,-6.34018544964607,0.0880619091050583,82,0.3659731339228
"CFHR2",18,227,495.444444444444,397.784140969163,2.35185185185185,2.89941262848752,97.6603034752815,-0.547560776635667,0.942275131372018,92.022875287002,-0.515952902738537,0.393671411618651,245,0.642767239987086
"TARM1",2,51,692.5,592.411764705882,1,1.16013071895425,100.088235294118,-0.160130718954248,0.916084974992014,91.6893285264066,-0.146693345668656,0.735464898674397,53,0.857516045951937
"CUBN",5,17,1179.8,954.588235294118,0.8,1.16666666666667,225.211764705882,-0.366666666666667,0.406386032462108,91.5229155226133,-0.149008211902773,0.408777865667057,22,0.652271562847005
"TXNDC9",3,6,1145.66666666667,1037.33333333333,0.833333333333333,0.833333333333333,108.333333333333,0,0.84463484358003,91.5021080545033,0,0.717602634040572,9,0.844387551715585
"ZNF727",7,169,363.571428571429,249.355029585799,5.83333333333333,8.23570019723866,114.21639898563,-2.40236686390533,0.800111762107885,91.3858842540095,-1.92216198470888,0.186883138039785,176,0.490016417064947
"IFNA4",11,176,433.272727272727,338.806818181818,3.95454545454545,4.35511363636364,94.4659090909091,-0.400568181818181,0.965501315969151,91.2069595414948,-0.386749106680824,0.227371732310241,187,0.530711122845632
"AADACL2",3,84,854.666666666667,757.797619047619,1,1.1031746031746,96.8690476190476,-0.103174603174603,0.93986609259261,91.0439332788818,-0.0969703111405075,0.0934572653872851,87,0.376466968233459
"IRGM",2,10,525.5,372,2,1.55,153.5,0.45,0.588997911764778,90.4111794558934,0.26504906029415,0.694880927195724,12,0.832856684185397
"MT1E",15,243,483.4,401.432098765432,2.58888888888889,4.14060356652949,81.9679012345679,-1.5517146776406,1.10222992027489,90.3474732428776,-1.71034634542517,0.218519673371261,258,0.522251563870551
"AKR1C8P",3,69,624.333333333333,524.594202898551,3,2.80193236714976,99.7391304347826,0.198067632850242,0.905233310334892,90.2871832134019,0.179297418955221,0.701081992213875,72,0.835776742507948
"CCL13",3,37,1026.33333333333,923.864864864865,1,1.06306306306306,102.468468468468,-0.0630630630630631,0.880588259112624,90.2325302625853,-0.0555325929170123,0.319245778234497,40,0.589159263434654
"BTN1A1",3,66,932.666666666667,803.833333333333,1,1.31313131313131,128.833333333333,-0.313131313131313,0.700048795278081,90.1896197916594,-0.219207198521419,0.473949481572079,69,0.6952480644133
"ZNF3",6,100,407,284.52,5.5,14.9416666666667,122.48,-9.44166666666667,0.734649611497629,89.9798844162297,-6.93631674855679,0.305494207104846,106,0.583256020827026
"ZNF487",13,97,233.076923076923,104.072164948454,7.07692307692308,27.3848797250859,129.004758128469,-20.3079566481628,0.696039350857943,89.7923881053259,-14.1351369626385,0.0178504769452899,110,0.171880737044285
"ACSM5",6,18,1034.66666666667,888.277777777778,1.25,1.16666666666667,146.388888888889,0.0833333333333335,0.613105109692142,89.7517757799331,0.0510920924743453,0.321671939419026,24,0.59034919861614
"MS4A4E",11,87,752.454545454545,663.83908045977,2.90909090909091,1.81034482758621,88.6154649947754,1.0987460815047,1.01259754039421,89.7318018945986,1.11258757964943,0.570809337134446,98,0.757668941110333
"MOB3A",3,8,1603,1189.375,0.666666666666667,0.9375,413.625,-0.270833333333333,0.216916261602479,89.7219887053255,-0.0587481541840048,0.453620213705959,11,0.679882003466529
"ARSL",4,42,1162.75,925.452380952381,1.125,1.66269841269841,237.297619047619,-0.537698412698413,0.378002213683211,89.6990253017553,-0.203251190293949,0.039525132214415,46,0.252877141856063
"ARF4",6,64,958.666666666667,803.828125,1.41666666666667,1.66666666666667,154.838541666667,-0.25,0.57912186650171,89.6703852564027,-0.144780466625427,0.355690097060764,70,0.615271646121072
"OR51B6",2,25,731.5,661.84,1,1.14666666666667,69.66,-0.146666666666667,1.28672938659074,89.6335690699106,-0.188720310033308,0.651834215860579,27,0.80610754339786
"WNT8A",5,19,1033.6,850.21052631579,1.2,0.982456140350877,183.38947368421,0.217543859649123,0.488652955348269,89.6138082955531,0.106303449935413,0.316558707305728,24,0.588083958342022
"HLA-A",18,326,191.055555555556,112.303680981595,8.75,13.1605316973415,78.7518745739604,-4.41053169734151,1.13132413158186,89.0938961128295,-4.98974094230916,0.0160990876596939,344,0.162865707058574
"GALP",2,16,1206,1058.5625,0.75,1.02083333333333,147.4375,-0.270833333333333,0.602132554472901,88.7769185000984,-0.163077566836411,0.894930910113614,18,0.946961596715485
"TRGV2",6,91,698.5,596.164835164835,4,2.74725274725275,102.335164835165,1.25274725274725,0.866179485640578,88.6406204398669,1.08510397102226,0.493316117512981,97,0.707316543086427
"VN1R4",9,129,440,336.131782945736,5.66666666666667,4.68087855297158,103.868217054264,0.985788113695091,0.853200680804708,88.6204335046689,0.841075089733841,0.578622644569075,138,0.760226420409641
"C2orf92",10,77,771,669.649350649351,1.3,1.29004329004329,101.350649350649,0.00995670995670994,0.87362301185404,88.5422595390771,0.00869841094053805,0.580031781957708,87,0.760810347450205
"CCDC169",2,40,692.5,544.025,1,0.9875,148.475,0.0125,0.59558348948933,88.4292586019283,0.0074447936186166,0.629694918494715,42,0.793272665291576
"ZNF850",4,28,915.5,695.5,1.875,2.79166666666667,220,-0.916666666666667,0.401629564122715,88.3585041069973,-0.368160433779155,0.107613171083667,32,0.398168733009568
"SULT1A1",5,58,845.4,719.965517241379,2.3,1.95114942528736,125.434482758621,0.348850574712643,0.70438895011587,88.354663618672,0.245726490069157,0.531334634673042,63,0.728268605204227
"OPN1LW",5,11,1531.4,1201.09090909091,0.7,0.984848484848485,330.309090909091,-0.284848484848485,0.267289513641563,88.2881562604776,-0.0761370129766875,0.195290505705913,16,0.497146035680246
"RPS11",7,49,992.428571428571,843.897959183673,1,1.33333333333333,148.530612244898,-0.333333333333333,0.593713490636959,88.184628262363,-0.197904496878986,0.335582828881977,56,0.599458642920151
"TRIM64B",8,124,518.875,409.08064516129,1.46875,3.87231182795699,109.79435483871,-2.40356182795699,0.79906420605222,87.7327389782093,-1.92060022375387,0.374673375956505,132,0.629745433258401
"OR2T1",3,147,502,418.537414965986,5,3.91836734693878,83.4625850340136,1.08163265306122,1.04876260894354,87.5324384294445,1.13437588314302,0.658419352004123,150,0.807812014310248
"OR52I1",3,82,627,546.268292682927,1.33333333333333,1.34146341463415,80.7317073170732,-0.00813008130081294,1.08320543297529,87.4490239792244,-0.00880654823557136,0.608079435671244,85,0.778547939598212
"SLC47A1",4,50,1104.75,977.8,1,1.03666666666667,126.95,-0.0366666666666666,0.687516342442067,87.2801996730205,-0.0252089325562091,0.26507772408575,54,0.553422458436079
"COX6C",7,77,733.571428571429,575.272727272727,1.85714285714286,2.88744588744589,158.298701298701,-1.03030303030303,0.550632409531695,87.1643953218419,-0.567318240123564,0.217246889206528,84,0.5220343781675
"IFNA10",10,125,487.7,395.32,4.15,4.39866666666667,92.38,-0.248666666666666,0.943140170121707,87.1272889158433,-0.234527522303597,0.443567401156449,135,0.673952598867365
"IFNA2",8,110,635.125,520.790909090909,2.8125,2.73939393939394,114.334090909091,0.0731060606060603,0.761138081998901,87.0240306616334,0.0556438067521921,0.228656958822625,118,0.530919934605002
"LCE2A",4,49,756.25,686.040816326531,1.5,1.86734693877551,70.2091836734694,-0.36734693877551,1.23792125840099,86.9134410043672,-0.454746584718729,0.619007497674842,53,0.787692080564499
"AACS",5,8,1033.6,835.5,1.2,1.5625,198.1,-0.3625,0.438549408505917,86.8766378250221,-0.158974160583395,0.301816016478689,13,0.581232193662093
"ZNF225",18,266,167.611111111111,81.515037593985,21.1203703703704,29.3953634085213,86.0960735171262,-8.27499303815094,1.00072047897087,86.1581039275698,-8.28095499661903,0.203723566972153,284,0.505022020701894
"IGKV1D-43",11,171,240.727272727273,168.497076023392,9.72727272727273,20.6091617933723,72.2301967038809,-10.8818890660996,1.18872279048751,85.8616809832988,-12.9355495364294,0.273370626356122,182,0.560199498932853
"ZNF492",11,205,352.909090909091,259.409756097561,5.15151515151515,8.12764227642277,93.4993348115299,-2.97612712490762,0.917276321973255,85.7647259428661,-2.7299309428601,0.15210358910925,216,0.451631213990992
"DNAJB5",19,240,534.578947368421,438.175,2.57017543859649,2.90833333333333,96.403947368421,-0.338157894736843,0.889561917751469,85.7572802998643,-0.300812385344906,0.418807799209456,259,0.659399513648931
"PLOD3",2,16,1017,915.8125,0.375,1.15625,101.1875,-0.78125,0.846523342403549,85.6575807094591,-0.661346361252773,0.855625158434879,18,0.925826735203297
"SRSF12",6,51,1347.5,1070.29411764706,0.833333333333333,0.980392156862745,277.205882352941,-0.147058823529412,0.308821884850497,85.6072430798803,-0.0454149830662495,0.202905695982125,57,0.504022364420694
"EWSR1",3,53,1108,969.698113207547,1,1.08176100628931,138.301886792453,-0.0817610062893082,0.617355403039367,85.3814170618596,-0.0504755989906401,0.37871453915519,56,0.633463080144052
"CREB1",6,48,1222.66666666667,1065.39583333333,0.916666666666667,0.96875,157.270833333333,-0.0520833333333334,0.541721518064871,85.1969945806608,-0.0282146623992121,0.253106199825861,54,0.540868283017005
"OR1G1",2,64,682,597.71875,1,1.44791666666667,84.28125,-0.447916666666667,1.00928481352857,85.0637856902045,-0.452075489393004,0.78268329793927,66,0.884359347110909
"ZNF439",12,163,358.166666666667,263.300613496932,5.02777777777778,7.79141104294478,94.8660531697342,-2.76363326516701,0.893067909430911,84.7218277802561,-2.46811218255642,0.172003666806019,175,0.472714341510903
"HLA-F",18,320,221.777777777778,144.39375,7.84722222222222,10.9286458333333,77.3840277777778,-3.08142361111111,1.09373709192737,84.6377815032938,-3.37026729941301,0.0566214952158226,338,0.297406275599887
"TRGV5",5,62,739.8,626.258064516129,2.6,2.87096774193548,113.541935483871,-0.270967741935483,0.745176146274307,84.6087419243969,-0.201918697700134,0.546779303689379,67,0.738626515399539
"IGKV2D-28",14,247,283,204.85020242915,6.19642857142857,11.6255060728745,78.1497975708502,-5.42907750144593,1.08126841153024,84.5009074808432,-5.87029000606301,0.100502174636243,261,0.386160278698488
"MRPS31",5,16,922,793.4375,1.5,1.23958333333333,128.5625,0.260416666666667,0.653828528181651,84.0578301543535,0.170267845880638,0.503035428009093,21,0.711281686277586
"ZNF26",2,23,1128,980.478260869565,1.25,1.15217391304348,147.521739130435,0.0978260869565217,0.569233644161075,83.9743371581969,0.0556858999722791,0.20185366557896,25,0.502571037733386
"OR6T1",2,17,731.5,649.058823529412,1,1,82.4411764705883,0,1.01398556019504,83.5941625066673,0,0.552822338867404,19,0.744047849819517
"BDH2",2,9,731.5,601.111111111111,1,1.66666666666667,130.388888888889,-0.666666666666667,0.640727367041025,83.5437294691825,-0.42715157802735,0.360236675242058,11,0.619142259899898
"DUOXA2",12,189,784.166666666667,691.687830687831,0.979166666666667,0.980599647266314,92.478835978836,-0.00143298059964725,0.903181007996223,83.5251282976824,-0.00129424086242843,0.447463069703582,201,0.676783658794669
"OR8J1",7,171,555.714285714286,473.187134502924,3.21428571428571,3.69590643274854,82.5271512113617,-0.481620718462824,1.00976415592526,83.3329591838565,-0.486323338254729,0.520016329545806,178,0.722526165808429
"SLC34A2",5,28,708.4,625.928571428571,1.2,1.30357142857143,82.4714285714285,-0.103571428571429,1.0098456675434,83.2834148389725,-0.104591158424138,0.67068714907103,33,0.814969498560063
"PPP2CB",6,56,1064.5,862.089285714286,1.25,1.47916666666667,202.410714285714,-0.229166666666667,0.411138709349507,83.2188798299404,-0.094219287559262,0.0930139561105795,62,0.375438150119067
"EIF1AY",7,130,788.571428571429,692.115384615385,0.892857142857143,1.61025641025641,96.4560439560439,-0.717399267399267,0.861933842021794,83.138728553256,-0.618350706813071,0.6326711826168,137,0.794773399993651
"CPT1C",4,50,1223.25,1081.96,0.875,1,141.29,-0.125,0.588248582324032,83.1136421965625,-0.073531072790504,0.664501158106446,54,0.811984354862996
"ZNF729",4,38,872.25,753.736842105263,1.5,2.09210526315789,118.513157894737,-0.592105263157895,0.700658341188113,83.0372326194913,-0.414863491492962,0.639845580104256,42,0.800496695984496
"LCE3A",5,59,922,807.93220338983,1.2,1.28531073446328,114.067796610169,-0.0853107344632769,0.727127750888538,82.9418603979637,-0.0620318024769318,0.513818510575795,64,0.720113139805923
"H2AW",5,39,1106.8,937.794871794872,1.6,1.26495726495726,169.005128205128,0.335042735042735,0.489800273177246,82.7787579632273,0.164104023149983,0.577138979666976,44,0.759598662134865
"ZNF280C",16,272,684.5,604.224264705882,1.015625,1.05882352941176,80.2757352941177,-0.0431985294117647,1.02698368081916,82.4418701128171,-0.0443641847412687,0.417048484487483,288,0.658177057896659
"HLA-B",17,320,202.294117647059,126.509375,8.22058823529412,11.8427083333333,75.7847426470588,-3.62212009803921,1.08764186951771,82.4266591735655,-3.93956947504903,0.0606629006896882,337,0.308408334804063
"DHX15",2,5,1771,1283.2,0.5,0.866666666666667,487.8,-0.366666666666667,0.168866870908571,82.3732596292011,-0.0619178526664762,0.342880586685358,7,0.606044592864707
"DEFB108B",4,38,752.75,626.921052631579,2.625,1.58771929824561,125.828947368421,1.03728070175439,0.65297590132352,82.1632703204845,0.677319301153564,0.326999266362659,42,0.593410112799811
"DCAF8L2",5,43,1160.8,1021.23255813953,1,1.03100775193798,139.567441860465,-0.0310077519379846,0.587607111112708,82.0108213170187,-0.0182203755383786,0.224493120495196,48,0.527906686330573
"RPLP2",4,63,992.75,873.333333333333,1.5,1.17195767195767,119.416666666667,0.328042328042328,0.686451631672313,81.9737656822021,0.22518519134224,0.521813116738939,67,0.723330724403648
"SP140L",18,226,602.333333333333,516.800884955752,1.63888888888889,1.9122418879056,85.5324483775812,-0.273352999016714,0.957781189523429,81.921370149931,-0.261812360558025,0.494556353546522,244,0.707824924345237
"NLRP2",6,46,862.333333333333,632.54347826087,2.16666666666667,2.89130434782609,229.789855072464,-0.72463768115942,0.356466072935755,81.9122872381574,-0.25830874850417,0.264786891590647,52,0.553104244012663
"TNNC2",4,52,947.5,785.365384615385,1.25,1.79807692307692,162.134615384615,-0.548076923076923,0.504165076865581,81.742610827956,-0.276321244051328,0.565522284650595,56,0.754856801575707
"ULK4",4,4,948.75,712.5,2,1.5,236.25,0.5,0.345037908251406,81.5152058243947,0.172518954125703,0.472386015632398,8,0.69450129450591
"IGKV1D-13",10,214,269.4,200.345794392523,7.8,19.5381619937695,69.0542056074766,-11.7381619937695,1.17975656956243,81.4671527213354,-13.8481737267376,0.269284367867202,224,0.557169958881814
"LUC7L",4,75,1117,1001.97333333333,1,0.966666666666667,115.026666666667,0.0333333333333333,0.707978495171218,81.436406371228,0.0235992831723739,0.487286003114605,79,0.702704752236003
"FBXO32",3,18,1453.33333333333,1215.83333333333,0.833333333333333,0.925925925925926,237.5,-0.0925925925925926,0.342785716934703,81.411607771992,-0.0317394182346947,0.150610776644963,21,0.450102359108783
"CCNE1",6,51,1167.5,1006.86274509804,1.08333333333333,0.980392156862745,160.637254901961,0.102941176470588,0.506478976389061,81.3593924326938,0.0521375416871092,0.497725260627737,57,0.709818037640413
"MCCD1",4,31,969,805.645161290323,1.625,1.74731182795699,163.354838709677,-0.122311827956989,0.498018019987899,81.3536533296361,-0.0609134943802403,0.253545953384705,35,0.540868283017005
"UBE2Q2",5,70,857.4,754.342857142857,3.3,2.30714285714286,103.057142857143,0.992857142857143,0.788536599553668,81.264328988288,0.782904195271142,0.803257863799482,75,0.895109492404886
"PDE4DIP",11,146,657.636363636364,569.212328767123,1.78787878787879,1.7134703196347,88.4240348692404,0.0744084682440849,0.918542313003906,81.22121751393,0.0683473265279994,0.413972183943906,157,0.655661057090704
"FRAT2",2,32,1240,1053.96875,1,0.973958333333333,186.03125,0.0260416666666666,0.434932934982997,80.9111175610556,0.0113263785151822,0.405773579922646,34,0.651196800280289
"ZNF169",2,29,857,723.103448275862,2.25,1.40804597701149,133.896551724138,0.841954022988506,0.60408854177996,80.8853726803995,0.508614777992898,0.152278095518365,31,0.451700242701644
"DEFB130B",6,7,900,773.857142857143,1.83333333333333,0.904761904761905,126.142857142857,0.928571428571428,0.641095309950177,80.869594098001,0.595302787810879,0.588638907140995,13,0.765446521161065
"RPL14",6,64,900.166666666667,730.640625,1.75,2.0625,169.526041666667,-0.3125,0.474225461158315,80.3935652877188,-0.148195456611974,0.210425134353813,70,0.514902711137926
"TPRX1",5,80,852.8,747.675,1.63333333333333,1.22083333333333,105.125,0.4125,0.763865168129106,80.3013257995722,0.315094381853256,0.496323611072836,85,0.708840526793312
"KRCC1",12,235,735.25,650.489361702128,1.04166666666667,0.972340425531915,84.7606382978723,0.0693262411347518,0.947334631149976,80.2966880179514,0.0656751490744044,0.448579349173012,247,0.677446364057201
"IGHV3-35",17,213,189.529411764706,114.657276995305,8.17647058823529,20.8474178403756,74.8721347694007,-12.6709472521403,1.06930704048816,80.0613008452982,-13.5491331063677,0.0329817135678753,230,0.232033322917658
"GIPC3",6,51,1209.5,1033.37254901961,0.916666666666667,1.09150326797386,176.127450980392,-0.174836601307189,0.453953450674077,79.9536641309784,-0.0793676784675265,0.104851495776673,57,0.392820776134032
"FCGR1B",3,16,715.666666666667,637.625,1.33333333333333,1.75,78.0416666666666,-0.416666666666667,1.02304126984125,79.8398457671943,-0.426267195767188,0.584164214083292,19,0.763485209618036
"ATP2A1",4,62,950.75,809.258064516129,1.625,1.65322580645161,141.491935483871,-0.028225806451613,0.563738457619791,79.7644454753164,-0.0159119725941071,0.198918918801892,66,0.500554155876802
"MYH11",6,73,828.166666666667,719.808219178082,2.83333333333333,1.94292237442922,108.358447488584,0.89041095890411,0.736018482898036,79.7538201297345,0.655358923128388,0.747096607636585,79,0.862333346076197
"ZNF696",6,45,888.666666666667,659.222222222222,1.33333333333333,3.46296296296296,229.444444444444,-2.12962962962963,0.347376596423742,79.7036301794474,-0.739783492383894,0.136655065716457,51,0.432690672808606
"TMEM123",3,73,765.333333333333,677.958904109589,1,1.50684931506849,87.3744292237443,-0.506849315068493,0.910290909178103,79.536148617,-0.461380323829997,0.805871709095984,76,0.896392071214038
"CEACAM8",11,225,375.181818181818,296.866666666667,5.12121212121212,6.26592592592593,78.3151515151515,-1.1447138047138,1.01364505463877,79.3837660366192,-1.16033348712488,0.296010292692048,236,0.577168404677833
"RALGDS",12,202,357.25,269.851485148515,9.70833333333333,6.57590759075908,87.3985148514852,3.13242574257425,0.907660859377908,79.3282110984519,2.84318024144243,0.392312248006224,214,0.64245381846828
"UPK3BL1",3,13,990,871.538461538462,1.83333333333333,1,118.461538461538,0.833333333333333,0.669507775727633,79.310921124658,0.557923146439694,0.761868245050049,16,0.871759768759441
"XAGE5",10,169,365.3,267.597633136095,6.28333333333333,6.49211045364891,97.7023668639054,-0.208777120315581,0.805640990461,78.7130316106206,-0.16819940599664,0.277361395492974,179,0.562799173648021
"IGHV7-81",15,137,336,262.109489051095,5.87222222222222,10.3613138686131,73.8905109489051,-4.48909164639092,1.06458705389999,78.66288136226,-4.77902885051837,0.34340553721587,152,0.606301484014994
"PAPOLA",6,71,987.333333333333,883.464788732394,0.888888888888889,1.22535211267606,103.868544600939,-0.336463223787167,0.75695139509368,78.6234397420309,-0.254686306643414,0.348943144710595,77,0.611238329368831
"ZNF724",7,80,329,204.4,7.64285714285714,12.9583333333333,124.6,-5.31547619047619,0.630579064285286,78.5701514099466,-3.35182800242119,0.239403770596414,87,0.534311869916102
"ATCAY",3,37,1172,1003.75675675676,0.833333333333333,1.55405405405405,168.243243243243,-0.720720720720721,0.466876826098736,78.5488714179631,-0.336487802593684,0.563056651661243,40,0.752636616224707
"ZNF182",4,61,898,793.983606557377,1.375,1.77868852459016,104.016393442623,-0.403688524590164,0.754282021096945,78.4576954731167,-0.304494996221513,0.66998405486279,65,0.814969498560063
"XPNPEP1",2,37,780.5,692.324324324324,1,0.968468468468468,88.1756756756756,0.0315315315315315,0.889452415360962,78.4280677058145,0.0280457968807511,0.638466153083799,39,0.799911651720018
"GSTT2",3,42,1008,892.285714285714,1.33333333333333,1.1468253968254,115.714285714286,0.186507936507937,0.677679699231921,78.4172223396937,0.126392642317065,0.727845178032659,45,0.850747911890809
"ZNF573",8,108,644.875,543.555555555556,2.0625,2.43827160493827,101.319444444444,-0.375771604938271,0.77318176456162,78.3383468399586,-0.290539752578325,0.667702782724827,116,0.81469933428043
