"","pathway","pval","padj","log2err","ES","NES","size"
"1326","REACTOME_INSULIN_PROCESSING",0.817880794701987,0.985612539088782,0.0797705918628453,-0.292928345241663,-0.783203766797617,25
"1327","REACTOME_INSULIN_RECEPTOR_RECYCLING",0.562064156206416,0.887746255318581,0.0555947097758869,0.40068233745505,0.932769444465083,29
"1328","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",0.634517766497462,0.918735252477584,0.0456790414930062,0.35754195522616,0.903390012127127,49
"1329","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",0.830489192263936,0.992207168850828,0.0277995594097672,0.300525604534108,0.814027271609675,102
"1330","REACTOME_INTEGRATION_OF_PROVIRUS",0.39460370994941,0.808680676803911,0.0826646449123753,0.582228531295344,1.09351306865656,9
"1331","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.104633797491541,0.513754696725711,0.287805130535564,-0.369170379262508,-1.22173529987837,81
"1332","REACTOME_INTEGRIN_SIGNALING",0.568571428571429,0.88983857615894,0.0561766586307176,0.407990887073777,0.924168989711033,25
"1333","REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS",0.685483870967742,0.944063718848791,0.044774889329693,0.347972966662053,0.838033464820471,36
"1334","REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS",0.972868217054264,1,0.0789209638180035,-0.233730164316086,-0.688505531716999,36
"1335","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS",0.0340505660312152,0.299866631115658,0.321775918075361,-0.536235321749485,-1.52502118632587,31
"1336","REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA",0.803398058252427,0.983275753372841,0.0649407684612899,-0.351635179795437,-0.761685120893896,11
"1337","REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES",0.276150627615063,0.715472188479901,0.0919686140000427,0.499178067997838,1.16206282546141,29
"1338","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",0.0842230130486358,0.463620137249033,0.165656695205483,0.484551357815482,1.28279645219674,76
