"","pathway","pval","padj","log2err","ES","NES","size"
"208","KEGG_MEDICUS_REFERENCE_EGF_JAK_STAT_SIGNALING_PATHWAY",0.528716216216216,0.945225939833762,0.0676760401641789,-0.632707774798928,-0.972052009118901,2
"209","KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I",0.665615141955836,0.97844998022934,0.0883594442500905,0.401686469911844,0.833803251793743,4
"210","KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.31095406360424,0.894817240127047,0.147331213699377,0.497315950920245,1.11213694850776,5
"211","KEGG_MEDICUS_REFERENCE_EP_NE_ADRB_CAMP_SIGNALING_PATHWAY",0.56858407079646,0.956131840691092,0.0776798560117236,-0.691807044410414,-0.932885906040269,1
"212","KEGG_MEDICUS_REFERENCE_EREG_EGFR_PI3K_SIGNALING_PATHWAY",0.922566371681416,0.97844998022934,0.0540088272801684,-0.535604900459418,-0.722250903458957,1
"213","KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
"214","KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION",0.994117647058824,1,0.0639271933359996,0.289655172413793,0.532879614128873,3
"215","KEGG_MEDICUS_REFERENCE_FANCONI_ANEMIA_PATHWAY",0.0973451327433628,0.575124087591241,0.213927855492356,-0.947166921898928,-1.27723283427981,1
"216","KEGG_MEDICUS_REFERENCE_FAS_JNK_SIGNALING_PATHWAY",0.830909090909091,0.97844998022934,0.0497903187820785,0.577718223583461,0.778175529826394,1
"217","KEGG_MEDICUS_REFERENCE_FE_TF_TRANSPORT",0.438053097345133,0.920294117647059,0.0919686140000427,-0.764931087289433,-1.03149199793495,1
"218","KEGG_MEDICUS_REFERENCE_FGF_FGFR_PI3K_SIGNALING_PATHWAY",0.599697885196375,0.96679976997157,0.0562940749700968,-0.554150087713021,-0.936782337607627,3
"219","KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY",0.551330798479088,0.945225939833762,0.0520570030732099,-0.431205961259885,-0.95203616884635,9
"220","KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY",0.590078328981723,0.96679976997157,0.0502948063662358,-0.432146667903613,-0.921354930517588,8
