"gene","trait","estimate_longevity","std_error_longevity","p_value_longevity","n_species","n_nonzero_species","n_zeros_excluded","n_total_species","mean_copy_number","copy_number_range","status","adjusted_p_longevity"
"NADK","MLres",-0.0561486867314139,0.214694712213597,0.793685330915158,341,341,22,363,1.01759530791789,"1 - 2","success",0.999997530435179
"TFAP2B","MLres",-0.00664961956782127,0.209568324383106,0.97468730708355,352,352,11,363,1.00284090909091,"1 - 2","success",0.999997530435179
"TFAP2D","MLres",NA,NA,NA,0,346,17,363,NA,NA,"No variation in nonzero copy numbers",NA
"DLEC1","MLres",-0.0162141562723565,0.206843117660333,0.937518888211742,307,307,56,363,1.15309446254072,"1 - 3","success",0.999997530435179
"CYTH3","MLres",0.0849769127320146,0.198342101861734,0.668333660874173,342,342,21,363,1.14619883040936,"1 - 6","success",0.999997530435179
"ADAM22","MLres",-0.281701943825108,0.194715730682126,0.147971328773791,342,342,21,363,1.19883040935673,"1 - 5","success",0.999997530435179
"SYPL1","MLres",0.0129994962071705,0.207074914407849,0.949944256797372,351,351,12,363,1.04273504273504,"1 - 3","success",0.999997530435179
"CYB561","MLres",-0.0133963357067797,0.20681194535674,0.948352792759506,353,353,10,363,1.01983002832861,"1 - 2","success",0.999997530435179
"SPAG9","MLres",-0.283309615840997,0.192927415464711,0.141974497333363,351,351,12,363,1.17094017094017,"1 - 5","success",0.999997530435179
"CELSR3","MLres",-0.065767866674294,0.225425260613792,0.770477617900235,315,315,48,363,1.01587301587302,"1 - 2","success",0.999997530435179
"AASS","MLres",0.0477558491670286,0.209546701263911,0.819723404142434,336,336,27,363,1.03571428571429,"1 - 3","success",0.999997530435179
"PLEKHG6","MLres",-0.0350034786189273,0.203479061292603,0.863417901471485,354,354,9,363,1.05649717514124,"1 - 3","success",0.999997530435179
"SS18L2","MLres",0.128936629024236,0.205211526084932,0.529800323240067,341,341,22,363,1.07624633431085,"1 - 3","success",0.999997530435179
"MPND","MLres",-0.0199573398541116,0.211866060146312,0.924951945765325,327,327,36,363,1.04587155963303,"1 - 3","success",0.999997530435179
"MGST1","MLres",0.00140255875304556,0.208176586099858,0.994624412238173,354,354,9,363,1.01129943502825,"1 - 2","success",0.999997530435179
"CRY1","MLres",-0.00791073502373408,0.211198309885993,0.970121078389085,338,338,25,363,1.00887573964497,"1 - 2","success",0.999997530435179
"PGLYRP1","MLres",0.0851350521985362,0.289013504158238,0.768321472205169,302,302,61,363,1.19205298013245,"1 - 34","success",0.999997530435179
"NFIX","MLres",-0.0564806378736298,0.201542443980566,0.779291920769113,352,352,11,363,1.08806818181818,"1 - 4","success",0.999997530435179
"ST3GAL1","MLres",-0.0282049465515475,0.207868121180606,0.892068935131635,349,349,14,363,1.00859598853868,"1 - 2","success",0.999997530435179
"MMP25","MLres",0.0761524918651301,0.21488293141417,0.723046175129708,317,317,46,363,1.03470031545741,"1 - 3","success",0.999997530435179
"IL32","MLres",0.436896610608902,0.395546857812602,0.269359746440714,166,166,197,363,1.62650602409639,"1 - 10","success",0.999997530435179
"PKD1","MLres",0.120033927538158,0.226623450431875,0.596346000701537,293,293,70,363,1.08873720136519,"1 - 4","success",0.999997530435179
"MAPK8IP2","MLres",-0.0422832304846624,0.233107761614119,0.856062095112872,296,296,67,363,1.01689189189189,"1 - 3","success",0.999997530435179
"MED24","MLres",-0.0172383761812072,0.205699985679001,0.933212675142446,335,335,28,363,1.07462686567164,"1 - 3","success",0.999997530435179
"RHOBTB2","MLres",-0.156399040749448,0.207907112348051,0.451898082651101,330,330,33,363,1.06666666666667,"1 - 3","success",0.999997530435179
"HEATR5B","MLres",0.227533665671349,0.224008901228997,0.309755629494876,327,327,36,363,1.217125382263,"1 - 7","success",0.999997530435179
"SEC62","MLres",-0.0194173852315619,0.208368303225908,0.925754360820142,348,348,15,363,1.00862068965517,"1 - 2","success",0.999997530435179
"RPS20","MLres",0.344660850517536,0.246830169613633,0.162609680989512,341,341,22,363,1.3900293255132,"1 - 6","success",0.999997530435179
"CSDE1","MLres",-0.0930583197037496,0.204030152211625,0.648317480633647,350,350,13,363,1.05428571428571,"1 - 4","success",0.999997530435179
"UBE3C","MLres",0.00178194939723348,0.215926631778525,0.993415477460266,338,338,25,363,1.00591715976331,"1 - 2","success",0.999997530435179
"REV3L","MLres",-0.113130092531096,0.212786270176993,0.594961031421252,315,315,48,363,1.05396825396825,"1 - 2","success",0.999997530435179
"TENM1","MLres",-0.18198442755584,0.207111502283242,0.379575610351907,323,323,40,363,1.09287925696594,"1 - 2","success",0.999997530435179
"PAX7","MLres",-0.132179435240789,0.20962420614993,0.528332017059816,331,331,32,363,1.08459214501511,"1 - 3","success",0.999997530435179
"MASP2","MLres",0.0541667947871896,0.20772275583648,0.794273846819292,322,322,41,363,1.03105590062112,"1 - 3","success",0.999997530435179
"IYD","MLres",-0.0303171069555478,0.197953607638855,0.878277947201291,351,351,12,363,1.11680911680912,"1 - 4","success",0.999997530435179
"FAM76A","MLres",0.0544197313935367,0.198867065426651,0.784354537240436,349,349,14,363,1.11461318051576,"1 - 4","success",0.999997530435179
"TRAF3IP3","MLres",0.0404178723782296,0.197011102256845,0.837450789664865,356,356,7,363,1.11516853932584,"1 - 4","success",0.999997530435179
"POMT2","MLres",-0.0641074437380344,0.201912375850002,0.750863245994697,347,347,16,363,1.07780979827089,"1 - 4","success",0.999997530435179
"VTA1","MLres",-0.0618879229001268,0.201446092343455,0.758677229083276,358,358,5,363,1.0586592178771,"1 - 3","success",0.999997530435179
"MLXIPL","MLres",0.201369994245373,0.205423531092549,0.32695413377248,316,316,47,363,1.15189873417722,"1 - 4","success",0.999997530435179
"BAZ1B","MLres",0.00875238948260773,0.213950922077988,0.96736892238116,326,326,37,363,1.00613496932515,"1 - 2","success",0.999997530435179
"RANBP9","MLres",-0.0267444909421288,0.21576798957532,0.901354685415819,327,327,36,363,1.02140672782875,"1 - 4","success",0.999997530435179
"ETV7","MLres",0.0107910566927005,0.275133175161188,0.9687140216222,201,201,162,363,1.0547263681592,"1 - 4","success",0.999997530435179
"SPRTN","MLres",-0.0160031002212892,0.202278509363812,0.936941797695688,358,358,5,363,1.07821229050279,"1 - 4","success",0.999997530435179
"EEF1AKNMT","MLres",-0.0337530788994576,0.208824511717539,0.871594315902863,346,346,17,363,1.02312138728324,"1 - 3","success",0.999997530435179
"DYRK4","MLres",0.127219863830778,0.205387208305715,0.535643174528985,296,296,67,363,1.21621621621622,"1 - 3","success",0.999997530435179
"ZNF207","MLres",0.0104556147226514,0.202343588793785,0.958789588224842,352,352,11,363,1.07670454545455,"1 - 9","success",0.999997530435179
"UQCRC1","MLres",-0.0032819787142607,0.213407021448362,0.987729846434488,344,344,19,363,1.00872093023256,"1 - 2","success",0.999997530435179
"STARD3NL","MLres",0.0290971716032212,0.199788693695085,0.884205801580756,345,345,18,363,1.14782608695652,"1 - 6","success",0.999997530435179
"CD9","MLres",-0.1010421234557,0.202805239676634,0.618327260360679,355,355,8,363,1.06478873239437,"1 - 4","success",0.999997530435179
"HHATL","MLres",-0.0458689725813177,0.208939067281397,0.826235054213401,345,345,18,363,1.01449275362319,"1 - 2","success",0.999997530435179
"NCAPD2","MLres",-0.0175734600014154,0.213843943582974,0.934504452245179,332,332,31,363,1.01506024096386,"1 - 2","success",0.999997530435179
"IFFO1","MLres",-0.0288320481584322,0.206865459782232,0.889153159323496,348,348,15,363,1.04310344827586,"1 - 3","success",0.999997530435179
"GIPR","MLres",0.0392237880399831,0.213332758348775,0.854121714582799,336,336,27,363,1.0625,"1 - 4","success",0.999997530435179
"PHF7","MLres",-0.0518506174656641,0.24084403629287,0.829543475728984,278,278,85,363,1.01438848920863,"1 - 2","success",0.999997530435179
"SEMA3G","MLres",0.00574336181121656,0.207845090996376,0.977954944357115,348,348,15,363,1.02873563218391,"1 - 2","success",0.999997530435179
"NISCH","MLres",-0.0565000498258837,0.202160176283684,0.779875255595174,357,357,6,363,1.05042016806723,"1 - 3","success",0.999997530435179
"STAB1","MLres",0.0482986330988579,0.214044692311286,0.821475654176044,325,325,38,363,1.01230769230769,"1 - 4","success",0.999997530435179
"FUZ","MLres",-0.0307030931939266,0.211359258089727,0.884501682752019,338,338,25,363,1.02958579881657,"1 - 2","success",0.999997530435179
"SLC6A13","MLres",-0.038307028384455,0.21306361392027,0.857316250845528,338,338,25,363,1.02366863905325,"1 - 2","success",0.999997530435179
"IDS","MLres",-0.0166831689309903,0.209991259515172,0.936677111400591,337,337,26,363,1.03560830860534,"1 - 4","success",0.999997530435179
"PRSS3","MLres",-0.242984523387001,0.238087927353158,0.30745994615327,336,336,27,363,1.86607142857143,"1 - 10","success",0.999997530435179
"ZNF200","MLres",0.178917205461592,0.267636979915686,0.503809989055471,306,306,57,363,1.44771241830065,"1 - 12","success",0.999997530435179
"CD4","MLres",-0.0065915919188948,0.211780203814612,0.975170104226716,344,344,19,363,1.00872093023256,"1 - 2","success",0.999997530435179
"LRRC23","MLres",-0.100807093088521,0.204053714121105,0.621290403171673,351,351,12,363,1.05413105413105,"1 - 3","success",0.999997530435179
"BTK","MLres",-0.0577038185685607,0.20725328895479,0.780688643138191,337,337,26,363,1.05044510385757,"1 - 2","success",0.999997530435179
"HFE","MLres",0.304144632552626,0.217465411865294,0.161936405318744,336,336,27,363,1.16071428571429,"1 - 4","success",0.999997530435179
"SCMH1","MLres",-0.149563498488482,0.196164579950653,0.44579812130192,353,353,10,363,1.13031161473088,"1 - 5","success",0.999997530435179
"FYN","MLres",0.215437845339973,0.220886700767171,0.329395652227469,355,355,8,363,1.23943661971831,"1 - 3","success",0.999997530435179
"HIVEP2","MLres",NA,NA,NA,0,321,42,363,NA,NA,"No variation in nonzero copy numbers",NA
"FMO1","MLres",-0.0456274432201387,0.221098411780281,0.836504149835784,295,295,68,363,1.06101694915254,"1 - 5","success",0.999997530435179
"ELOA","MLres",-0.0193524698491708,0.211622151023188,0.927136445111998,343,343,20,363,1.01749271137026,"1 - 2","success",0.999997530435179
"LYPLA2","MLres",-0.00850202325291358,0.208155939834331,0.967419870850537,350,350,13,363,1.00285714285714,"1 - 2","success",0.999997530435179
"CLCN6","MLres",-0.0835666162837378,0.210298495999855,0.691093572679428,326,326,37,363,1.07668711656442,"1 - 3","success",0.999997530435179
"MRC2","MLres",0.00227343142932514,0.215205403749618,0.991571298546477,332,332,31,363,1.02409638554217,"1 - 3","success",0.999997530435179
"SLC6A7","MLres",-0.0573656916035863,0.204589286258828,0.779174927573392,347,347,16,363,1.04610951008646,"1 - 2","success",0.999997530435179
"TSPAN9","MLres",-0.0641968287219614,0.205339962274559,0.754556616252037,351,351,12,363,1.04843304843305,"1 - 2","success",0.999997530435179
"BTBD7","MLres",-0.00556457386438436,0.215553124342228,0.979404638692942,338,338,25,363,1.00295857988166,"1 - 2","success",0.999997530435179
"APBA3","MLres",0.0146656144087925,0.220906326583516,0.947068616687069,323,323,40,363,1.01547987616099,"1 - 2","success",0.999997530435179
"MKS1","MLres",0.0741473682446619,0.205151980832177,0.717780619542253,349,349,14,363,1.06876790830946,"1 - 5","success",0.999997530435179
"ABHD5","MLres",0.0023189268758884,0.206270962716475,0.991030259643032,356,356,7,363,1.01404494382022,"1 - 2","success",0.999997530435179
"ANOS1","MLres",0.0361553565123272,0.24014948683264,0.88032790948779,282,282,81,363,1.02482269503546,"1 - 4","success",0.999997530435179
"AKAP8L","MLres",-0.0734578122146737,0.206413214793852,0.721932330623006,353,353,10,363,1.05382436260623,"1 - 3","success",0.999997530435179
"MBTD1","MLres",0.100700276121878,0.208803315528583,0.629611770708793,347,347,16,363,1.03170028818444,"1 - 2","success",0.999997530435179
"UTP18","MLres",0.00608190338917023,0.214664430688837,0.977397244321564,338,338,25,363,1.01775147928994,"1 - 3","success",0.999997530435179
"RNF216","MLres",0.0291599157843967,0.203542241471399,0.886083082732012,335,335,28,363,1.11940298507463,"1 - 3","success",0.999997530435179
"TTC19","MLres",0.0218067629039987,0.219823167764919,0.920978374467376,338,338,25,363,1.01479289940828,"1 - 2","success",0.999997530435179
"PTBP1","MLres",-0.00716454083304738,0.209477900862131,0.972716156718145,341,341,22,363,1.04105571847507,"1 - 3","success",0.999997530435179
"DPF1","MLres",-0.0114219792159282,0.203688245996204,0.955281430725309,349,349,14,363,1.10315186246418,"1 - 5","success",0.999997530435179
"SYT7","MLres",-0.139536622972317,0.205416779800374,0.496957034491377,342,342,21,363,1.09649122807018,"1 - 4","success",0.999997530435179
"LARS2","MLres",-0.112458512229988,0.214923496897458,0.600800962602298,322,322,41,363,1.04968944099379,"1 - 2","success",0.999997530435179
"PIK3C2A","MLres",-0.0967438281098722,0.212114098421031,0.648322857457468,336,336,27,363,1.02678571428571,"1 - 6","success",0.999997530435179
"PLAUR","MLres",-0.133080008059927,0.212855766796138,0.531831839539639,325,325,38,363,1.08307692307692,"1 - 4","success",0.999997530435179
"ANLN","MLres",-0.112539797968953,0.210768554319461,0.593376362680888,325,325,38,363,1.04,"1 - 2","success",0.999997530435179
"WIZ","MLres",-0.0382896289143063,0.215578095483743,0.859026343677914,329,329,34,363,1.01823708206687,"1 - 2","success",0.999997530435179
"RABGAP1","MLres",-0.0695121528644934,0.209681812108012,0.740257360591576,347,347,16,363,1.01729106628242,"1 - 4","success",0.999997530435179
"DCN","MLres",-0.0160769998041443,0.207804104481978,0.938332282649412,351,351,12,363,1.00569800569801,"1 - 2","success",0.999997530435179
"QPCTL","MLres",0.0619849364035994,0.215840141285467,0.77397462478481,331,331,32,363,1.01812688821752,"1 - 2","success",0.999997530435179
"PPP5C","MLres",-0.0275613497441212,0.217181470989711,0.899015825483309,330,330,33,363,1.03333333333333,"1 - 3","success",0.999997530435179
"CEP68","MLres",-0.0261874598739035,0.210491403156672,0.900989811931779,341,341,22,363,1.01173020527859,"1 - 2","success",0.999997530435179
"MAP4K3","MLres",-0.0452066869784624,0.232919842369448,0.846107849551562,285,285,78,363,1.28070175438596,"1 - 5","success",0.999997530435179
"ZBTB32","MLres",-0.0324294520467297,0.214986694376494,0.880098779604761,320,320,43,363,1.009375,"1 - 2","success",0.999997530435179
"TYROBP","MLres",-0.0155347431047007,0.208226259801798,0.940528907931343,353,353,10,363,1.01699716713881,"1 - 2","success",0.999997530435179
"TMEM159","MLres",-0.121034655155031,0.216738083262107,0.576545729142478,317,317,46,363,1.03785488958991,"1 - 4","success",0.999997530435179
"GABRA3","MLres",-0.00513594859392199,0.214884123617239,0.980931564914388,326,326,37,363,1.00306748466258,"1 - 2","success",0.999997530435179
"BRCA1","MLres",0.00697379002484438,0.214726842498166,0.974091262684186,306,306,57,363,1.10130718954248,"1 - 4","success",0.999997530435179
"ERCC1","MLres",0.0745216903182033,0.203665195810534,0.714437515676736,334,334,29,363,1.07185628742515,"1 - 3","success",0.999997530435179
"CD22","MLres",0.0653072147175937,0.207024353896268,0.752414939832493,354,354,9,363,1.03107344632768,"1 - 3","success",0.999997530435179
"SEMA3B","MLres",0.0319181350121996,0.213540930749043,0.881182144078456,338,338,25,363,1.03550295857988,"1 - 3","success",0.999997530435179
"MBTPS2","MLres",0.0797964709625878,0.208318431619694,0.701682350775004,335,335,28,363,1.06865671641791,"1 - 3","success",0.999997530435179
"PRICKLE3","MLres",-0.0512225373393323,0.215857424781968,0.812425605829624,317,317,46,363,1.02523659305994,"1 - 2","success",0.999997530435179
"LTF","MLres",0.593813589799209,0.172598291157278,0.000580775096000583,334,334,29,363,1.5688622754491,"1 - 4","success",0.569770936286888
"EXTL3","MLres",-0.0025950241271363,0.215569610795536,0.990395308171789,334,334,29,363,1.00299401197605,"1 - 2","success",0.999997530435179
"NR1H4","MLres",-0.0833181330580154,0.200157975250074,0.677218390912032,352,352,11,363,1.08522727272727,"1 - 4","success",0.999997530435179
"ELOVL5","MLres",-0.016086744891713,0.205094737883188,0.937481493721612,354,354,9,363,1.02824858757062,"1 - 3","success",0.999997530435179
"ALOX5","MLres",-0.129551870195653,0.210569738475089,0.538393274090344,336,336,27,363,1.0625,"1 - 4","success",0.999997530435179
"KDM5D","MLres",-0.0944566064905351,0.421332312497258,0.822612944715256,105,105,258,363,1.03809523809524,"1 - 2","success",0.999997530435179
"CALCOCO1","MLres",-0.0800880819842901,0.203355823913165,0.693704891520905,349,349,14,363,1.05730659025788,"1 - 3","success",0.999997530435179
"UBR7","MLres",-0.0232490152780126,0.215146174493439,0.913946919086047,347,347,16,363,1.01152737752161,"1 - 2","success",0.999997530435179
"MAP4K5","MLres",0.372609175898182,0.214729254053676,0.0826963376812971,328,328,35,363,1.18292682926829,"1 - 4","success",0.999997530435179
"EHD3","MLres",0.00606404551466741,0.213187208871933,0.977307475730122,346,346,17,363,1.02023121387283,"1 - 2","success",0.999997530435179
"PSMC4","MLres",0.384337203762545,0.213258318255323,0.0715116861056242,337,337,26,363,1.19584569732938,"1 - 3","success",0.999997530435179
